time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-25T08:13:56.410Z,36.4788333,-118.0076667,1,1.67,ml,22,115,0.07019,0.2,ci,ci39495960,2020-06-25T08:24:53.130Z,"13km SSE of Lone Pine, CA",earthquake,0.51,0.95,0.154,20,automatic,ci,ci
2020-06-25T08:12:58.420Z,38.1495,-118.0347,0,1.2,ml,10,149.54,0.027,0.14,nn,nn00753295,2020-06-25T08:19:44.099Z,"27 km SSE of Mina, Nevada",earthquake,,5.5,,,automatic,nn,nn
2020-06-25T08:12:27.003Z,60.1279,-152.4303,101.2,1.7,ml,,,,0.46,ak,ak02084uyj25,2020-06-25T08:17:32.288Z,"43 km W of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-25T08:06:40.300Z,38.1515,-118.0387,5.2,1.9,ml,21,62.8,0.02,0.14,nn,nn00753290,2020-06-25T16:09:21.550Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-25T07:58:15.400Z,35.79566667,-96.64633333,7.81,1.39,ml,76,54,0.1277749262,0.19,ok,ok2020mkei,2020-06-25T14:58:35.754Z,"5 km NNE of Stroud, Oklahoma",earthquake,,0.4,0.19,32,reviewed,ok,ok
2020-06-25T07:58:07.350Z,38.1503,-118.011,2.2,1.3,ml,14,141.51,0.033,0.07,nn,nn00753287,2020-06-25T08:07:45.042Z,"27 km SSE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-06-25T07:57:14.210Z,38.1423,-118.0023,4.7,0.8,ml,10,151.98,0.033,0.02,nn,nn00753286,2020-06-25T08:00:43.485Z,"29 km SSE of Mina, Nevada",earthquake,,4.8,,,automatic,nn,nn
2020-06-25T07:54:14.938Z,59.5535,-151.6118,54.2,1.3,ml,,,,0.43,ak,ak02084um2gl,2020-06-25T07:57:36.793Z,"8 km NNE of Seldovia Village, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-25T07:54:05.220Z,39.0303,-118.5258,3,1.2,ml,11,97.66,0.427,0.22,nn,nn00753282,2020-06-25T07:59:03.985Z,"26 km ENE of Schurz, Nevada",earthquake,,19.7,,,automatic,nn,nn
2020-06-25T07:42:37.850Z,47.3446667,-113.4161667,15.9,2.67,ml,25,152,0.116,0.17,mb,mb80442434,2020-06-25T17:10:07.870Z,"19 km NNE of Seeley Lake, Montana",earthquake,0.44,0.42,0.223,12,reviewed,mb,mb
2020-06-25T07:42:20.550Z,36.1453333,-117.9238333,2.24,1.96,ml,20,87,0.06233,0.16,ci,ci39495928,2020-06-25T07:46:21.090Z,"11km N of Coso Junction, CA",earthquake,0.34,0.47,0.171,26,automatic,ci,ci
2020-06-25T07:38:33.390Z,36.476,-117.9836667,6.65,1.88,ml,16,175,0.08574,0.25,ci,ci39495920,2020-06-25T07:42:15.543Z,"14km SSE of Lone Pine, CA",earthquake,0.57,1.45,0.121,25,automatic,ci,ci
2020-06-25T07:33:23.860Z,36.4816667,-117.997,6.96,1.78,ml,15,187,0.07895,0.22,ci,ci39495912,2020-06-25T07:37:08.815Z,"13km SSE of Lone Pine, CA",earthquake,0.75,1.26,0.127,24,automatic,ci,ci
2020-06-25T07:28:02.670Z,36.4556667,-117.964,6.38,1.81,ml,16,152,0.09498,0.2,ci,ci39495904,2020-06-25T13:33:58.647Z,"17km SSE of Lone Pine, CA",earthquake,0.66,1.61,0.177,24,reviewed,ci,ci
2020-06-25T07:19:59.500Z,36.4668333,-117.982,5.08,1.8,ml,20,90,0.08359,0.2,ci,ci39495880,2020-06-25T13:33:56.656Z,"16km SSE of Lone Pine, CA",earthquake,0.41,1.26,0.226,22,reviewed,ci,ci
2020-06-25T07:19:32.960Z,36.4826667,-117.9775,10.44,1.37,ml,13,156,0.09313,0.2,ci,ci39495872,2020-06-25T07:23:05.315Z,"14km SE of Lone Pine, CA",earthquake,0.52,0.79,0.198,11,automatic,ci,ci
2020-06-25T07:17:51.812Z,44.379,-115.2053,10,3,ml,,76,0.314,0.59,us,us7000aart,2020-06-25T15:41:30.770Z,"27 km NW of Stanley, Idaho",earthquake,2,2,0.033,122,reviewed,us,us
2020-06-25T07:14:45.860Z,38.1033,-118.0165,2.7,1.1,ml,10,105.28,0.007,0.3,nn,nn00753264,2020-06-25T07:19:04.156Z,"32 km SSE of Mina, Nevada",earthquake,,16.7,,,automatic,nn,nn
2020-06-25T07:13:24.620Z,35.982,-117.6693333,0.99,1.46,ml,18,118,0.03734,0.18,ci,ci39495864,2020-06-25T07:17:32.435Z,"22km ENE of Little Lake, CA",earthquake,0.38,0.43,0.072,20,automatic,ci,ci
2020-06-25T07:13:06.460Z,19.166166305542,-155.447494506836,32,1.72000003,md,45,161,,0.109999999,hv,hv72015416,2020-06-25T07:16:28.320Z,"5 km SE of P?hala, Hawaii",earthquake,0.53,0.74000001,0.540000021,8,automatic,hv,hv
2020-06-25T07:09:34.190Z,38.1868,-117.7808,8.9,0.7,ml,11,100.81,0.033,0.2,nn,nn00753262,2020-06-25T07:13:43.318Z,"36 km SE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-06-25T07:00:25.929Z,66.3283,-157.2817,6.5,1.5,ml,,,,0.72,ak,ak02084uain6,2020-06-25T07:05:14.902Z,"62 km S of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T06:58:06.490Z,35.7973333,-117.5968333,10.55,1.9,ml,24,75,0.01838,0.14,ci,ci39495840,2020-06-25T13:34:55.090Z,"18km W of Searles Valley, CA",earthquake,0.26,0.44,0.103,26,reviewed,ci,ci
2020-06-25T06:53:26.810Z,38.1695,-118.0022,0,1.3,ml,11,110.37,0.033,0.06,nn,nn00753258,2020-06-25T06:59:23.831Z,"26 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-25T06:44:21.790Z,35.86,-117.6491667,13.37,0.66,ml,9,110,0.06093,0.19,ci,ci39495832,2020-06-25T06:47:54.770Z,"24km WNW of Searles Valley, CA",earthquake,0.6,1.08,0.078,5,automatic,ci,ci
2020-06-25T06:43:26.930Z,35.8038333,-117.5895,11.69,1.14,ml,12,149,0.01355,0.17,ci,ci39495824,2020-06-25T15:47:58.459Z,"17km WNW of Searles Valley, CA",earthquake,0.42,0.6,0.232,8,reviewed,ci,ci
2020-06-25T06:43:14.140Z,36.4483333,-117.995,4.82,1.67,ml,19,78,0.06918,0.14,ci,ci37448221,2020-06-25T15:54:39.142Z,"17km SSE of Lone Pine, CA",earthquake,0.2,0.58,0.243,16,reviewed,ci,ci
2020-06-25T06:40:43.240Z,35.8013333,-117.607,9.68,2,ml,30,53,0.01631,0.23,ci,ci39495816,2020-06-25T14:43:13.192Z,"19km WNW of Searles Valley, CA",earthquake,0.34,0.68,0.1,25,automatic,ci,ci
2020-06-25T06:38:56.400Z,36.4645,-117.9548333,7.98,2.62,ml,21,83,0.104,0.19,ci,ci39495808,2020-06-25T06:54:55.040Z,"17km SE of Lone Pine, CA",earthquake,0.38,0.88,0.21,26,automatic,ci,ci
2020-06-25T06:33:16.440Z,38.1868,-117.9128,7.5,1,ml,14,75.4,0.03,0.17,nn,nn00753246,2020-06-25T06:40:10.668Z,"28 km SE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-25T06:32:33.610Z,38.1807,-117.9338,7.3,1,ml,12,111.27,0.043,0.17,nn,nn00753245,2020-06-25T06:40:03.314Z,"27 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-25T06:30:20.040Z,36.4821667,-117.9993333,8.04,1.61,ml,17,158,0.07763,0.17,ci,ci39495800,2020-06-25T06:34:13.796Z,"13km SSE of Lone Pine, CA",earthquake,0.37,0.68,0.133,20,automatic,ci,ci
2020-06-25T06:26:04.430Z,36.4308333,-117.9568333,1.13,2.16,ml,22,123,0.09986,0.2,ci,ci39495784,2020-06-25T14:29:44.545Z,"17km NNE of Olancha, CA",earthquake,0.49,1.17,0.145,25,automatic,ci,ci
2020-06-25T06:24:22.380Z,38.1588,-117.973,12.3,1.5,ml,22,90.6,0.035,0.11,nn,nn00753237,2020-06-25T06:31:25.085Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-25T06:21:40.230Z,35.8625,-117.697,6.7,1.48,ml,20,73,0.07707,0.12,ci,ci39495776,2020-06-25T06:25:31.115Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.51,0.159,19,automatic,ci,ci
2020-06-25T06:20:08.590Z,33.557,-116.9008333,12.4,0.25,ml,20,53,0.095,0.18,ci,ci39495768,2020-06-25T16:01:09.415Z,"13km NNW of Aguanga, CA",earthquake,0.26,0.95,0.036,5,reviewed,ci,ci
2020-06-25T06:16:37.490Z,61.3237,-149.4261,29.1,1.4,ml,,,,1.13,ak,ak02084tsjdx,2020-06-25T06:24:04.940Z,"7 km E of Eagle River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-25T06:12:55.240Z,35.6706667,-117.463,6.82,0.9,ml,13,170,0.08399,0.15,ci,ci39495744,2020-06-25T06:16:33.031Z,"12km SSW of Searles Valley, CA",earthquake,0.52,0.81,0.203,9,automatic,ci,ci
2020-06-25T06:11:59.440Z,39.4095,-110.3053333,-1.64,1.56,ml,11,199,0.02114,0.06,uu,uu60398612,2020-06-25T15:42:40.840Z,"17 km SSE of Sunnyside, Utah",earthquake,0.44,0.35,0.051,2,reviewed,uu,uu
2020-06-25T06:08:34.610Z,36.4446667,-117.995,4.22,2.24,ml,18,76,0.06884,0.18,ci,ci39495736,2020-06-25T06:12:17.004Z,"17km SSE of Lone Pine, CA",earthquake,0.46,1,0.154,25,automatic,ci,ci
2020-06-25T06:08:28.737Z,-26.1399,70.8123,10,5.3,mww,,49,14.667,0.93,us,us7000aaq2,2020-06-25T06:28:45.040Z,"Indian Ocean Triple Junction",earthquake,10.6,1.8,0.098,10,reviewed,us,us
2020-06-25T06:08:11.760Z,18.364,-68.9543,113,3.82,md,23,216,0.5922,0.32,pr,pr2020177003,2020-06-25T08:47:40.671Z,"7 km SSE of La Romana, Dominican Republic",earthquake,1.66,0.89,0.09,7,reviewed,pr,pr
2020-06-25T06:06:56.400Z,36.4356667,-117.9515,7.8,1.76,ml,18,126,0.1038,0.16,ci,ci39495728,2020-06-25T13:35:37.655Z,"18km NNE of Olancha, CA",earthquake,0.36,0.89,0.197,23,reviewed,ci,ci
2020-06-25T06:02:39.900Z,17.9116,-66.8405,12,2.46,md,16,231,0.0744,0.19,pr,pr2020177002,2020-06-25T06:30:02.705Z,"9 km SE of Maria Antonia, Puerto Rico",earthquake,0.85,0.49,0.23,11,reviewed,pr,pr
2020-06-25T06:02:05.130Z,38.4138333,-112.2718333,6.13,0.95,md,13,107,0.2389,0.1,uu,uu60398607,2020-06-25T14:19:20.470Z,"5 km SW of Marysvale, Utah",earthquake,0.32,2.39,0.248,9,reviewed,uu,uu
2020-06-25T05:58:56.357Z,55.9511,-149.3553,9.7,2.5,ml,,,,0.72,ak,ak02084tgaeq,2020-06-25T18:32:17.139Z,"257 km SE of Chiniak, Alaska",earthquake,,16.7,,,reviewed,ak,ak
2020-06-25T05:58:22.050Z,44.9026667,-111.6245,6.74,0.84,ml,7,269,0.156,0.27,mb,mb80442334,2020-06-25T17:13:36.240Z,"37 km WNW of Hebgen Lake Estates, Montana",earthquake,5.43,2.11,0.107,2,reviewed,mb,mb
2020-06-25T05:57:43.289Z,35.79633333,-96.64883333,7.52,1.63,ml,84,53,0.1277749262,0.17,ok,ok2020mkai,2020-06-25T14:54:00.221Z,"5 km N of Stroud, Oklahoma",earthquake,,0.3,0.23,16,reviewed,ok,ok
2020-06-25T05:55:59.790Z,36.4718333,-117.984,7.85,1.7,ml,17,173,0.08383,0.24,ci,ci39495720,2020-06-25T05:59:37.636Z,"15km SSE of Lone Pine, CA",earthquake,0.58,1.2,0.141,20,automatic,ci,ci
2020-06-25T05:51:14.790Z,36.4538333,-118.007,6,1.68,ml,16,162,0.06061,0.21,ci,ci39495704,2020-06-25T05:54:56.963Z,"16km SSE of Lone Pine, CA",earthquake,0.63,1.13,0.156,20,automatic,ci,ci
2020-06-25T05:39:30.890Z,19.4126663208008,-155.329162597656,2.47000002861023,1.81,ml,37,48,,0.200000003,hv,hv72015341,2020-06-25T05:45:00.350Z,"10 km WSW of Volcano, Hawaii",earthquake,0.33,0.550000012,0.37,11,automatic,hv,hv
2020-06-25T05:36:19.930Z,36.457,-118.0168333,4.14,1.78,ml,17,169,0.05384,0.26,ci,ci39495688,2020-06-25T05:40:17.886Z,"15km SSE of Lone Pine, CA",earthquake,0.6,1.57,0.24,23,automatic,ci,ci
2020-06-25T05:33:41.730Z,36.4475,-117.9545,7.92,1.83,ml,20,134,0.1016,0.18,ci,ci39495672,2020-06-25T13:37:00.550Z,"19km SE of Lone Pine, CA",earthquake,0.37,0.88,0.219,25,reviewed,ci,ci
2020-06-25T05:31:08.662Z,63.5657,-150.9609,9.7,1.1,ml,,,,0.48,ak,ak02084ta9a3,2020-06-25T05:35:42.484Z,"38 km E of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T05:29:54.690Z,36.4591667,-117.9428333,9.7,1.52,ml,18,139,0.1124,0.19,ci,ci39495664,2020-06-25T05:33:36.364Z,"18km SE of Lone Pine, CA",earthquake,0.43,0.79,0.169,18,automatic,ci,ci
2020-06-25T05:23:55.830Z,34.2785,-116.4508333,7.33,1.36,ml,20,64,0.05799,0.22,ci,ci39495656,2020-06-25T05:27:42.195Z,"18km N of Yucca Valley, CA",earthquake,0.37,1.03,0.126,28,automatic,ci,ci
2020-06-25T05:22:59.929Z,36.89916667,-97.52133333,4.63,1.6,ml,64,72,0.118776692,0.31,ok,ok2020mjzf,2020-06-25T14:50:54.946Z,"10 km N of Deer Creek, Oklahoma",earthquake,,1,0.23,28,reviewed,ok,ok
2020-06-25T05:20:59.914Z,44.3748,-115.2023,10.6,4.6,mwr,,75,0.311,0.7,us,us7000aanf,2020-06-25T19:10:46.769Z,"27 km NW of Stanley, Idaho",earthquake,2.3,9.9,0.03,106,reviewed,us,us
2020-06-25T05:17:55.260Z,36.4425,-117.9723333,5.11,2.14,ml,18,73,0.08699,0.21,ci,ci39495648,2020-06-25T05:21:34.295Z,"18km N of Olancha, CA",earthquake,0.43,1.38,0.156,25,automatic,ci,ci
2020-06-25T05:09:46.790Z,32.9595,-81.5051667,1.33,2,md,7,194,0.409,0.21,se,se60108228,2020-06-25T12:36:58.251Z,"16 km ENE of Hiltonia, Georgia",earthquake,1.63,2.47,0.037,6,reviewed,se,se
2020-06-25T05:09:27.590Z,38.0785,-117.6293,22.1,0.8,ml,11,99.13,0.042,0.13,nn,nn00753201,2020-06-25T05:19:12.566Z,"35 km W of Tonopah, Nevada",earthquake,,5.2,,,automatic,nn,nn
2020-06-25T05:08:15.030Z,38.1487,-118.0708,6.6,1.9,ml,26,62.43,0.08,0.18,nn,nn00753198,2020-06-25T05:19:05.856Z,"27 km S of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-25T05:06:48.780Z,35.795,-96.64966667,7.45,1.51,ml,62,53,0.129574573,0.19,ok,ok2020mjyr,2020-06-25T14:38:19.578Z,"5 km N of Stroud, Oklahoma",earthquake,,0.4,0.16,28,reviewed,ok,ok
2020-06-25T05:06:41.770Z,35.79633333,-96.6475,6.37,1.24,ml,47,54,0.1277749262,0.42,ok,ok2020mjyq,2020-06-25T14:32:29.306Z,"5 km N of Stroud, Oklahoma",earthquake,,1.1,0.19,24,reviewed,ok,ok
2020-06-25T05:02:52.130Z,35.79583333,-96.647,7.77,1.1,ml,50,54,0.1277749262,0.21,ok,ok2020mjyn,2020-06-25T14:18:41.323Z,"5 km N of Stroud, Oklahoma",earthquake,,0.5,0.2,23,reviewed,ok,ok
2020-06-25T04:58:22.340Z,38.18,-117.878,5,1,ml,10,106.02,0.003,0.03,nn,nn00753192,2020-06-25T05:03:22.891Z,"30 km SE of Mina, Nevada",earthquake,,6.1,,,automatic,nn,nn
2020-06-25T04:56:12.210Z,36.4843333,-117.9771667,7.92,1.87,ml,32,83,0.09414,0.2,ci,ci39495616,2020-06-25T16:07:06.236Z,"14km SE of Lone Pine, CA",earthquake,0.24,0.57,0.158,23,reviewed,ci,ci
2020-06-25T04:52:51.990Z,36.4521667,-117.9861667,2.51,2.22,ml,20,82,0.07677,0.25,ci,ci39495600,2020-06-25T05:04:11.520Z,"17km SSE of Lone Pine, CA",earthquake,0.46,2.37,0.12,25,automatic,ci,ci
2020-06-25T04:50:22.990Z,38.128,-118.0587,0.9,1.4,ml,16,109.39,0.094,0.13,nn,nn00753183,2020-06-25T04:53:43.551Z,"29 km S of Mina, Nevada",earthquake,,12.1,,,automatic,nn,nn
2020-06-25T04:42:35.700Z,36.4388333,-117.9631667,6.41,2.67,ml,22,129,0.09435,0.18,ci,ci39495592,2020-06-25T04:57:06.040Z,"18km NNE of Olancha, CA",earthquake,0.36,1.28,0.144,25,automatic,ci,ci
2020-06-25T04:40:39.840Z,38.1573,-117.8947,6.3,0.8,ml,11,87.62,0.006,0.08,nn,nn00753174,2020-06-25T04:44:23.065Z,"31 km SE of Mina, Nevada",earthquake,,5.8,,,automatic,nn,nn
2020-06-25T04:39:04.580Z,17.9865,-66.8278,13,2.3,md,23,164,0.0526,0.21,pr,pr2020177001,2020-06-25T05:08:03.878Z,"1 km SW of Indios, Puerto Rico",earthquake,0.57,0.33,0.37,10,reviewed,pr,pr
2020-06-25T04:37:41.810Z,61.2527,-150.6366,34.5,2.4,ml,,,,0.57,ak,ak02084sq6jh,2020-06-25T04:51:45.040Z,"27 km ENE of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-25T04:33:58.760Z,35.6441667,-117.4201667,5.56,2.01,ml,27,97,0.06696,0.15,ci,ci39495584,2020-06-25T06:33:54.565Z,"14km S of Searles Valley, CA",earthquake,0.32,0.83,0.148,26,automatic,ci,ci
2020-06-25T04:33:45.420Z,19.1948337554932,-155.457336425781,34.7799987792969,1.76999998,md,39,119,,0.129999995,hv,hv72015256,2020-06-25T04:36:52.780Z,"2 km ESE of P?hala, Hawaii",earthquake,0.73,0.810000002,0.879999995,3,automatic,hv,hv
2020-06-25T04:24:48.880Z,36.4651667,-117.956,7.28,2,ml,18,145,0.1032,0.26,ci,ci39495576,2020-06-25T04:28:28.363Z,"17km SE of Lone Pine, CA",earthquake,0.57,1.7,0.157,25,automatic,ci,ci
2020-06-25T04:20:02.710Z,35.6246667,-117.4113333,10.35,1.25,ml,16,176,0.05629,0.15,ci,ci39495568,2020-06-25T04:23:54.812Z,"16km S of Trona, CA",earthquake,0.41,0.53,0.08,13,automatic,ci,ci
2020-06-25T04:19:46.500Z,33.6013333,-116.8176667,6.93,0.18,ml,11,98,0.04535,0.33,ci,ci39495560,2020-06-25T04:23:34.516Z,"14km WNW of Anza, CA",earthquake,1.39,2.97,0.09,4,automatic,ci,ci
2020-06-25T04:17:03.270Z,38.7514992,-122.720665,-0.53,0.65,md,4,229,0.0106,0,nc,nc73415921,2020-06-25T04:45:04.662Z,"4km SW of Anderson Springs, CA",earthquake,0.77,1.11,0.06,2,automatic,nc,nc
2020-06-25T04:15:00.110Z,38.7723351,-122.7348328,0.35,0.89,md,11,66,0.01099,0.03,nc,nc73415916,2020-06-25T04:41:03.508Z,"2km ESE of The Geysers, CA",earthquake,0.29,0.68,0.14,4,automatic,nc,nc
2020-06-25T04:14:56.537Z,53.0924,-168.4576,113.9,2.1,ml,,,,0.3,ak,ak02084sle4m,2020-06-25T18:28:34.066Z,"32 km ENE of Nikolski, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2020-06-25T04:14:51.053Z,60.8201,-150.7684,29.6,1,ml,,,,0.41,ak,ak02084sl9sh,2020-06-25T04:18:13.254Z,"12 km SSW of Point Possession, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T04:13:53.070Z,38.7705002,-122.7415009,0.83,1.3,md,9,81,0.01576,0.03,nc,nc73415906,2020-06-25T04:53:03.589Z,"2km ESE of The Geysers, CA",earthquake,0.48,0.94,0.03,3,automatic,nc,nc
2020-06-25T04:12:06.920Z,38.7625008,-122.7419968,-0.69,0.88,md,11,178,0.01343,0.15,nc,nc73415901,2020-06-25T04:28:04.572Z,"2km SE of The Geysers, CA",earthquake,0.63,1.4,0.12,4,automatic,nc,nc
2020-06-25T04:11:22.700Z,38.7728348,-122.7343369,0.34,0.89,md,8,105,0.01055,0.02,nc,nc73415896,2020-06-25T04:23:03.385Z,"2km ESE of The Geysers, CA",earthquake,0.43,1.11,0.21,2,automatic,nc,nc
2020-06-25T04:09:39.220Z,39.3908,-120.3987,11.9,1.6,ml,8,258.31,0.101,0.17,nn,nn00753159,2020-06-25T04:16:29.777Z,"7 km NNW of Soda Springs, California",earthquake,,2.7,,,automatic,nn,nn
2020-06-25T04:09:17.720Z,38.4238333,-112.27,7.89,2.4,ml,23,50,0.2317,0.16,uu,uu60398592,2020-06-25T13:12:45.201Z,"4 km SW of Marysvale, Utah",earthquake,0.31,1.42,0.162,12,reviewed,uu,uu
2020-06-25T04:09:07.460Z,38.7750015,-122.7438354,0.06,3.42,ml,64,54,0.009925,0.09,nc,nc73415886,2020-06-25T11:44:52.138Z,"1km ESE of The Geysers, CA",earthquake,0.14,0.26,0.371,16,automatic,nc,nc
2020-06-25T04:07:35.560Z,38.174,-117.9565,3.6,1.1,ml,8,127.03,0.158,0.03,nn,nn00753158,2020-06-25T04:16:22.437Z,"27 km SSE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-06-25T04:01:51.790Z,36.4716667,-117.9583333,10.42,1.64,ml,11,164,0.1032,0.17,ci,ci39495536,2020-06-25T04:10:03.241Z,"16km SE of Lone Pine, CA",earthquake,0.53,0.82,0.122,20,automatic,ci,ci
2020-06-25T04:01:27.390Z,35.6965,-117.557,1.73,1.25,ml,19,145,0.1235,0.17,ci,ci39495528,2020-06-25T04:05:07.400Z,"14km NE of Ridgecrest, CA",earthquake,0.35,0.54,0.125,17,automatic,ci,ci
2020-06-25T03:59:28.430Z,36.4936667,-117.9871667,8.68,1.66,ml,17,158,0.0922,0.22,ci,ci39495512,2020-06-25T04:03:01.925Z,"13km SE of Lone Pine, CA",earthquake,0.57,0.81,0.302,19,automatic,ci,ci
2020-06-25T03:58:46.190Z,38.1838,-117.8098,5.3,1.6,ml,23,65.1,0.043,0.08,nn,nn00753152,2020-06-25T04:03:04.718Z,"34 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-25T03:57:44.230Z,38.4980011,-122.439003,9.77,1.35,md,6,151,0.135,0.1,nc,nc73415866,2020-06-25T04:30:03.429Z,"3km ESE of St. Helena, CA",earthquake,0.8,2.04,0.36,6,automatic,nc,nc
2020-06-25T03:55:07.220Z,39.408,-110.2986667,-2.21,1.53,md,7,201,0.02603,0.11,uu,uu60398587,2020-06-25T14:30:45.610Z,"17 km SSE of Sunnyside, Utah",earthquake,0.88,1.05,0.014,6,reviewed,uu,uu
2020-06-25T03:52:23.200Z,33.4683333,-116.512,5.47,0.6,ml,23,56,0.07984,0.16,ci,ci39495504,2020-06-25T03:56:11.135Z,"18km ESE of Anza, CA",earthquake,0.28,0.77,0.143,12,automatic,ci,ci
2020-06-25T03:48:56.190Z,38.1755,-117.9333,6.4,1.1,ml,14,98.13,0.032,0.11,nn,nn00753147,2020-06-25T03:57:50.694Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-25T03:48:40.430Z,36.4558333,-117.9431667,8.16,1.49,ml,15,148,0.1116,0.2,ci,ci39495496,2020-06-25T03:52:23.917Z,"18km SE of Lone Pine, CA",earthquake,0.53,1.35,0.234,16,automatic,ci,ci
2020-06-25T03:37:23.930Z,36.4695,-117.6205,4,1.1,ml,12,219.01,0.499,0.19,nn,nn00753143,2020-06-25T03:49:43.019Z,"22 km N of Darwin, California",earthquake,,18.2,,,automatic,nn,nn
2020-06-25T03:33:38.750Z,17.9888,-66.828,17,2.29,md,23,162,0.053,0.17,pr,pr2020177000,2020-06-25T04:06:47.539Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.56,0.36,0.14,7,reviewed,pr,pr
2020-06-25T03:30:46.770Z,38.810833,-122.8278351,1.57,0.56,md,10,70,0.0111,0.03,nc,nc73415861,2020-06-25T04:18:03.355Z,"7km WNW of The Geysers, CA",earthquake,0.32,0.76,,1,automatic,nc,nc
2020-06-25T03:28:14.890Z,38.7895012,-122.7689972,3.51,0.92,md,24,80,0.01327,0.04,nc,nc73415851,2020-06-25T03:43:03.130Z,"2km NW of The Geysers, CA",earthquake,0.31,0.61,0.11,3,automatic,nc,nc
2020-06-25T03:25:57.040Z,38.163,-117.9142,7.9,1.3,ml,13,106.05,0.028,0.06,nn,nn00753141,2020-06-25T03:38:43.190Z,"30 km SE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-06-25T03:25:27.600Z,33.6468333,-116.7055,13.87,1.03,ml,38,53,0.06457,0.16,ci,ci39495464,2020-06-25T03:29:01.727Z,"10km S of Idyllwild, CA",earthquake,0.23,0.41,0.184,27,automatic,ci,ci
2020-06-25T03:24:46.880Z,33.6551667,-116.698,13.92,0.43,ml,11,110,0.05746,0.11,ci,ci39495456,2020-06-25T03:28:29.754Z,"10km SSE of Idyllwild, CA",earthquake,0.41,0.6,0.233,7,automatic,ci,ci
2020-06-25T03:19:38.649Z,36.35416667,-97.35716667,8.38,1.12,ml,60,63,0.135873337,0.21,ok,ok2020mjvb,2020-06-25T14:01:42.784Z,"9 km NW of Perry, Oklahoma",earthquake,,2.5,0.29,21,reviewed,ok,ok
2020-06-25T03:19:14.120Z,38.1552,-118.0992,7.9,0.6,ml,9,161.81,0.119,0.06,nn,nn00753138,2020-06-25T03:22:42.335Z,"26 km S of Mina, Nevada",earthquake,,9.6,,,automatic,nn,nn
2020-06-25T03:14:35.390Z,38.824501,-122.7858353,0.69,0.98,md,23,42,0.01192,0.04,nc,nc73415841,2020-06-25T03:31:03.050Z,"5km W of Cobb, CA",earthquake,0.19,0.36,0.08,4,automatic,nc,nc
2020-06-25T03:09:56.600Z,39.2946667,-123.3398333,7.31,1.18,md,10,85,0.09375,0.02,nc,nc73415836,2020-06-25T06:10:04.262Z,"12km WNW of Redwood Valley, CA",earthquake,0.31,0.95,0.293,8,reviewed,nc,nc
2020-06-25T03:00:49.180Z,46.023,-111.4263333,5.43,0.67,ml,4,254,0.366,0.08,mb,mb80442244,2020-06-25T13:57:44.680Z,"4 km WSW of Ponderosa Pines, Montana",earthquake,1.85,7.68,0.161,2,reviewed,mb,mb
2020-06-25T02:51:19.540Z,36.4576667,-117.9456667,9.22,2.03,ml,20,139,0.1099,0.18,ci,ci39495408,2020-06-25T03:02:24.550Z,"18km SE of Lone Pine, CA",earthquake,0.43,0.82,0.184,25,automatic,ci,ci
2020-06-25T02:49:01.150Z,37.6421667,-118.9306667,0.08,0.62,md,8,78,0.02349,0.03,nc,nc73415826,2020-06-25T05:26:03.434Z,"4km E of Mammoth Lakes, CA",earthquake,0.31,1.7,0.162,7,reviewed,nc,nc
2020-06-25T02:47:46.460Z,38.8240013,-122.7860031,0.72,1.03,md,20,42,0.0115,0.04,nc,nc73415816,2020-06-25T03:20:04.977Z,"6km W of Cobb, CA",earthquake,0.2,0.33,0.05,4,automatic,nc,nc
